crime_type,agency_name,county,state,state_name,latitude,longitude,age 0-9,age 10-19,age 20-29,age 30-39,age 40-49,age 50-59,age 60-69,age 70-79,age 80-89,age 90-Older,age Unknown,total_crimes
violent-crime,Saluda County Sheriff's Office,SALUDA,SC,South Carolina,34.005278000000004,-81.727903,0,3,12,11,5,7,1,0,0,0,0,39
property-crime,Camden Police Department,KERSHAW,SC,South Carolina,34.245403,-80.602875,0,70,118,81,45,41,12,7,0,0,234,608
violent-crime,Camden Police Department,KERSHAW,SC,South Carolina,34.245403,-80.602875,0,23,44,24,12,5,3,0,0,0,23,134
property-crime,Whitmire Police Department,NEWBERRY,SC,South Carolina,34.28973,-81.600053,0,25,17,19,4,3,0,1,0,0,7,76
violent-crime,Whitmire Police Department,NEWBERRY,SC,South Carolina,34.28973,-81.600053,0,0,1,2,1,0,0,0,0,0,0,4
property-crime,North Charleston Police Department,DORCHESTER; CHARLESTON,SC,South Carolina,32.878809999999994,-80.01314,12,725,992,759,377,206,40,5,0,1,137,3254
violent-crime,North Charleston Police Department,DORCHESTER; CHARLESTON,SC,South Carolina,32.878809999999994,-80.01314,5,195,372,221,64,46,13,2,1,0,39,958
property-crime,Oconee County Sheriff's Office,OCONEE,SC,South Carolina,34.76043,-83.073364,0,61,315,309,152,73,15,4,0,0,101,1030
violent-crime,Oconee County Sheriff's Office,OCONEE,SC,South Carolina,34.76043,-83.073364,0,23,47,33,20,14,7,1,1,0,4,150
property-crime,Greenville Hospital,GREENVILLE,SC,South Carolina,34.821503,-82.41371,0,1,11,10,18,9,2,1,0,0,65,117
violent-crime,Greenville Hospital,GREENVILLE,SC,South Carolina,34.821503,-82.41371,0,0,4,0,0,0,1,0,0,0,0,5
property-crime,Loris Police Department,HORRY,SC,South Carolina,33.909269,-78.976675,0,9,13,13,12,13,0,0,0,0,6,66
violent-crime,Loris Police Department,HORRY,SC,South Carolina,33.909269,-78.976675,1,2,6,8,0,3,2,0,0,0,2,24
property-crime,Lake City Police Department,FLORENCE,SC,South Carolina,34.028535,-79.710233,1,62,63,52,27,15,12,1,0,0,291,524
violent-crime,Lake City Police Department,FLORENCE,SC,South Carolina,34.028535,-79.710233,0,16,31,20,7,4,0,0,1,0,39,118
property-crime,Cameron Police Department,CALHOUN,SC,South Carolina,33.67478,-80.78034699999999,0,0,0,0,3,0,0,0,0,0,8,11
violent-crime,Cameron Police Department,CALHOUN,SC,South Carolina,33.67478,-80.78034699999999,0,0,1,0,0,0,0,0,0,0,1,2
property-crime,Chesterfield Police Department,CHESTERFIELD,SC,South Carolina,34.735893,-80.08584599999999,0,1,7,11,2,2,1,0,0,0,21,45
violent-crime,Chesterfield Police Department,CHESTERFIELD,SC,South Carolina,34.735893,-80.08584599999999,0,0,2,0,1,1,0,0,0,0,0,4
property-crime,United States Department of Energy Savannah River Plant,AIKEN,SC,South Carolina,33.550013,-81.632983,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Saluda Police Department,SALUDA,SC,South Carolina,34.00137,-81.77335,0,8,5,4,6,4,1,0,0,0,33,61
violent-crime,Saluda Police Department,SALUDA,SC,South Carolina,34.00137,-81.77335,0,3,10,2,2,3,1,0,0,0,0,21
property-crime,Georgetown County Sheriff's Office,GEORGETOWN,SC,South Carolina,33.417531,-79.29633299999999,0,47,189,203,72,49,12,2,0,0,13,587
violent-crime,Georgetown County Sheriff's Office,GEORGETOWN,SC,South Carolina,33.417531,-79.29633299999999,1,35,55,50,31,18,5,1,1,0,3,200
property-crime,Springfield Police Department,ORANGEBURG,SC,South Carolina,33.436135,-80.802913,0,0,1,0,0,0,0,0,0,0,9,10
property-crime,Clarendon County Sheriff's Office,CLARENDON,SC,South Carolina,33.664682,-80.217889,0,84,88,63,43,23,3,0,0,0,542,846
violent-crime,Clarendon County Sheriff's Office,CLARENDON,SC,South Carolina,33.664682,-80.217889,1,16,27,16,8,9,1,2,0,0,26,106
property-crime,Landrum Police Department,SPARTANBURG,SC,South Carolina,35.175148,-82.18799999999999,0,5,6,15,3,4,0,0,1,0,40,74
violent-crime,Landrum Police Department,SPARTANBURG,SC,South Carolina,35.175148,-82.18799999999999,0,4,2,2,2,1,0,0,0,0,0,11
property-crime,Sullivans Island Police Department,CHARLESTON,SC,South Carolina,32.800458,-79.94248,0,6,1,7,2,1,1,0,0,0,34,52
violent-crime,Sullivans Island Police Department,CHARLESTON,SC,South Carolina,32.800458,-79.94248,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Seneca Police Department,OCONEE,SC,South Carolina,34.748758,-83.061522,0,6,54,23,15,9,0,0,0,0,162,269
violent-crime,Seneca Police Department,OCONEE,SC,South Carolina,34.748758,-83.061522,0,3,14,5,3,2,1,0,0,0,11,39
property-crime,Bethune Police Department,KERSHAW,SC,South Carolina,34.338356,-80.590885,0,2,0,0,0,0,0,0,0,0,2,4
property-crime,Lancaster County Sheriff's Office,LANCASTER,SC,South Carolina,34.686818,-80.703688,6,143,431,316,179,79,18,3,0,0,106,1281
violent-crime,Lancaster County Sheriff's Office,LANCASTER,SC,South Carolina,34.686818,-80.703688,0,35,76,48,34,14,4,3,0,0,40,254
property-crime,Forestry Commission: Florence County,FLORENCE,SC,South Carolina,34.028535,-79.710233,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,Goose Creek Police Department,BERKELEY,SC,South Carolina,33.2077,-79.953655,4,147,154,122,67,48,11,1,0,0,694,1248
violent-crime,Goose Creek Police Department,BERKELEY,SC,South Carolina,33.2077,-79.953655,3,51,54,32,23,12,5,3,0,0,30,213
property-crime,Fort Lawn Police Department,CHESTER,SC,South Carolina,34.689345,-81.161249,0,0,5,1,0,1,0,0,0,0,11,18
violent-crime,Fort Lawn Police Department,CHESTER,SC,South Carolina,34.689345,-81.161249,0,0,0,2,1,0,1,0,0,0,0,4
property-crime,University of South Carolina: Beaufort,BEAUFORT,SC,South Carolina,32.358146999999995,-80.68932,0,1,1,0,0,0,0,0,0,0,4,6
violent-crime,University of South Carolina: Beaufort,BEAUFORT,SC,South Carolina,32.358146999999995,-80.68932,0,1,3,0,0,0,0,0,0,0,1,5
property-crime,Spartanburg County Sheriff's Office,SPARTANBURG,SC,South Carolina,34.933239,-81.99105300000001,0,370,797,628,366,230,44,6,0,0,0,2441
violent-crime,Spartanburg County Sheriff's Office,SPARTANBURG,SC,South Carolina,34.933239,-81.99105300000001,1,119,246,181,137,89,35,5,2,0,0,815
property-crime,Surfside Beach Police Department,HORRY,SC,South Carolina,33.909269,-78.976675,0,11,21,25,6,5,3,1,0,0,19,91
violent-crime,Surfside Beach Police Department,HORRY,SC,South Carolina,33.909269,-78.976675,0,1,5,0,3,1,0,0,0,0,0,10
property-crime,Highway Patrol: Dorchester County,DORCHESTER,SC,South Carolina,33.082186,-80.404697,0,0,1,1,0,0,0,0,0,0,0,2
violent-crime,Highway Patrol: Dorchester County,DORCHESTER,SC,South Carolina,33.082186,-80.404697,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Winnsboro Police Department,FAIRFIELD,SC,South Carolina,34.395669,-81.127001,0,10,13,10,7,7,1,0,0,0,1,49
violent-crime,Winnsboro Police Department,FAIRFIELD,SC,South Carolina,34.395669,-81.127001,1,2,7,6,1,4,1,0,0,0,0,22
property-crime,Ridge Spring Police Department,SALUDA,SC,South Carolina,34.005278000000004,-81.727903,0,0,3,0,0,0,0,0,0,0,2,5
property-crime,McColl Police Department,MARLBORO,SC,South Carolina,34.601805,-79.677942,0,4,7,9,11,3,0,0,0,0,50,84
violent-crime,McColl Police Department,MARLBORO,SC,South Carolina,34.601805,-79.677942,0,2,8,8,3,1,1,0,0,0,7,30
property-crime,Francis Marion University,FLORENCE,SC,South Carolina,34.028535,-79.710233,0,3,1,0,0,0,0,0,0,0,18,22
violent-crime,Francis Marion University,FLORENCE,SC,South Carolina,34.028535,-79.710233,0,5,0,0,0,0,0,0,0,0,0,5
property-crime,Manning Police Department,CLARENDON,SC,South Carolina,33.664682,-80.217889,0,64,48,33,32,31,7,0,0,1,213,429
violent-crime,Manning Police Department,CLARENDON,SC,South Carolina,33.664682,-80.217889,0,8,12,7,3,3,0,0,1,0,12,46
property-crime,Forest Acres Police Department,RICHLAND,SC,South Carolina,34.018734,-80.96634,0,77,79,74,73,34,3,3,2,1,435,781
violent-crime,Forest Acres Police Department,RICHLAND,SC,South Carolina,34.018734,-80.96634,0,9,24,11,8,2,3,0,0,0,8,65
property-crime,Pine Ridge Police Department,LEXINGTON,SC,South Carolina,33.91518,-81.10064,0,3,3,1,0,1,0,0,0,0,24,32
violent-crime,Pine Ridge Police Department,LEXINGTON,SC,South Carolina,33.91518,-81.10064,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Highway Patrol: Greenwood County,GREENWOOD,SC,South Carolina,34.155796,-82.127876,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Lyman Police Department,SPARTANBURG,SC,South Carolina,34.950645,-82.123535,0,5,7,11,7,3,1,1,1,0,72,108
violent-crime,Lyman Police Department,SPARTANBURG,SC,South Carolina,34.950645,-82.123535,0,0,5,3,2,1,0,0,0,0,1,12
property-crime,Newberry County Sheriff's Office,NEWBERRY,SC,South Carolina,34.28973,-81.600053,0,32,74,63,44,18,4,2,2,0,77,316
violent-crime,Newberry County Sheriff's Office,NEWBERRY,SC,South Carolina,34.28973,-81.600053,0,6,30,12,6,3,1,1,0,0,5,64
property-crime,Berkeley County Sheriff's Office,BERKELEY,SC,South Carolina,33.200596000000004,-80.01885,3,142,335,312,150,65,12,3,0,0,1,1023
violent-crime,Berkeley County Sheriff's Office,BERKELEY,SC,South Carolina,33.200596000000004,-80.01885,0,70,176,99,55,25,4,1,1,0,1,432
property-crime,Bluffton Police Department,BEAUFORT,SC,South Carolina,32.358146999999995,-80.68932,2,62,32,16,19,125,5,1,0,0,1,263
violent-crime,Bluffton Police Department,BEAUFORT,SC,South Carolina,32.358146999999995,-80.68932,1,9,7,10,6,7,1,0,0,0,0,41
property-crime,Forestry Commission: Beaufort County,BEAUFORT,SC,South Carolina,32.358146999999995,-80.68932,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,North Myrtle Beach Police Department,HORRY,SC,South Carolina,33.909269,-78.976675,0,148,285,243,103,60,19,4,0,0,38,900
violent-crime,North Myrtle Beach Police Department,HORRY,SC,South Carolina,33.909269,-78.976675,0,8,24,15,6,6,1,0,0,0,6,66
property-crime,Spartanburg Police Department,SPARTANBURG,SC,South Carolina,34.933239,-81.99105300000001,2,178,312,268,185,88,34,4,0,0,586,1657
violent-crime,Spartanburg Police Department,SPARTANBURG,SC,South Carolina,34.933239,-81.99105300000001,0,68,125,57,38,34,12,1,0,0,109,444
property-crime,Clio Police Department,MARLBORO,SC,South Carolina,34.601805,-79.677942,0,3,0,0,3,0,0,0,0,0,20,26
violent-crime,Clio Police Department,MARLBORO,SC,South Carolina,34.601805,-79.677942,0,1,1,2,2,0,0,0,0,0,3,9
property-crime,Wellford Police Department,SPARTANBURG,SC,South Carolina,34.933239,-81.99105300000001,0,0,6,6,1,2,1,0,0,0,19,35
violent-crime,Wellford Police Department,SPARTANBURG,SC,South Carolina,34.933239,-81.99105300000001,0,2,0,0,1,0,0,0,0,0,2,5
property-crime,Summerton Police Department,CLARENDON,SC,South Carolina,33.664682,-80.217889,0,2,4,3,2,2,1,0,0,0,57,71
violent-crime,Summerton Police Department,CLARENDON,SC,South Carolina,33.664682,-80.217889,0,0,1,0,1,1,0,0,0,0,1,4
property-crime,Pacolet Police Department,SPARTANBURG,SC,South Carolina,34.933239,-81.99105300000001,0,0,9,10,6,1,1,0,0,0,26,53
violent-crime,Pacolet Police Department,SPARTANBURG,SC,South Carolina,34.933239,-81.99105300000001,0,0,0,0,1,0,1,0,0,0,0,2
property-crime,Bureau of Protective Services,ANDERSON,SC,South Carolina,34.519549,-82.638086,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Newberry Police Department,NEWBERRY,SC,South Carolina,34.277287,-81.62281,3,59,75,70,44,36,4,1,0,0,215,507
violent-crime,Newberry Police Department,NEWBERRY,SC,South Carolina,34.277287,-81.62281,1,11,16,8,5,2,0,0,0,0,15,58
property-crime,Forestry Commission: Clarendon County,CLARENDON,SC,South Carolina,33.664682,-80.217889,0,0,0,0,0,0,0,0,0,0,2,2
property-crime,Highway Patrol: Aiken County,AIKEN,SC,South Carolina,33.550013,-81.632983,0,0,2,2,1,0,0,0,0,0,0,5
property-crime,Medical University of South Carolina,CHARLESTON,SC,South Carolina,32.783015999999996,-79.94534,0,3,5,13,7,4,0,1,0,0,3,36
violent-crime,Medical University of South Carolina,CHARLESTON,SC,South Carolina,32.783015999999996,-79.94534,0,0,2,1,1,0,1,0,0,0,3,8
property-crime,Colleton County Sheriff's Office,COLLETON,SC,South Carolina,32.835018,-80.655244,0,53,83,70,39,18,1,2,1,0,382,649
violent-crime,Colleton County Sheriff's Office,COLLETON,SC,South Carolina,32.835018,-80.655244,0,18,61,35,15,8,5,1,1,0,59,203
property-crime,Elgin Police Department,KERSHAW,SC,South Carolina,34.338356,-80.590885,0,21,22,19,8,2,1,0,1,0,52,126
violent-crime,Elgin Police Department,KERSHAW,SC,South Carolina,34.338356,-80.590885,0,1,2,2,1,0,0,0,0,0,6,12
property-crime,Pelion Police Department,LEXINGTON,SC,South Carolina,33.892556,-81.272851,0,5,4,4,3,1,2,1,0,0,9,29
property-crime,Moncks Corner Police Department,BERKELEY,SC,South Carolina,33.194794,-80.00659,1,83,92,80,31,23,2,0,1,0,312,625
violent-crime,Moncks Corner Police Department,BERKELEY,SC,South Carolina,33.194794,-80.00659,0,7,16,7,5,4,0,0,0,0,14,53
property-crime,Florence County Sheriff's Office,FLORENCE,SC,South Carolina,34.054146,-79.73676,1,128,317,270,137,44,22,3,1,0,1492,2415
violent-crime,Florence County Sheriff's Office,FLORENCE,SC,South Carolina,34.054146,-79.73676,2,74,125,91,44,20,11,3,0,0,134,504
property-crime,Port Royal Police Department,BEAUFORT,SC,South Carolina,32.358146999999995,-80.68932,0,47,67,37,19,10,4,1,0,0,184,369
violent-crime,Port Royal Police Department,BEAUFORT,SC,South Carolina,32.358146999999995,-80.68932,0,11,26,10,5,0,1,0,0,0,8,61
property-crime,Davison County Sheriff's Office,DAVISON,SD,South Dakota,43.70087,-98.03686,0,0,0,1,0,3,0,0,0,0,0,4
violent-crime,Davison County Sheriff's Office,DAVISON,SD,South Dakota,43.70087,-98.03686,0,0,1,0,1,0,0,0,0,0,0,2
property-crime,Butte County Sheriff's Office,BUTTE,SD,South Dakota,44.669284999999995,-103.85351,0,6,16,10,9,7,6,3,0,0,0,57
violent-crime,Butte County Sheriff's Office,BUTTE,SD,South Dakota,44.669284999999995,-103.85351,0,0,4,2,0,0,0,0,0,0,0,6
property-crime,Hutchinson County Sheriff's Office,HUTCHINSON,SD,South Dakota,43.33671,-97.749383,0,1,2,2,0,0,0,0,0,0,0,5
violent-crime,Hutchinson County Sheriff's Office,HUTCHINSON,SD,South Dakota,43.33671,-97.749383,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Alcester Police Department,UNION,SD,South Dakota,42.831106,-96.650829,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Lincoln County Sheriff's Office,LINCOLN,SD,South Dakota,43.301937,-96.59271,0,6,15,12,10,5,4,2,1,0,0,55
violent-crime,Lincoln County Sheriff's Office,LINCOLN,SD,South Dakota,43.301937,-96.59271,0,1,7,4,2,1,2,0,0,0,0,17
property-crime,Vermillion Police Department,CLAY,SD,South Dakota,42.779583,-96.93651,1,41,39,41,11,2,2,0,0,0,0,137
violent-crime,Vermillion Police Department,CLAY,SD,South Dakota,42.779583,-96.93651,0,8,12,11,5,1,0,1,0,0,0,38
property-crime,Sisseton Police Department,ROBERTS,SD,South Dakota,45.664772,-97.049675,0,17,4,3,3,2,0,0,0,0,0,29
violent-crime,Sisseton Police Department,ROBERTS,SD,South Dakota,45.664772,-97.049675,0,1,3,3,1,0,0,0,0,0,0,8
property-crime,Brookings Police Department,BROOKINGS,SD,South Dakota,44.308067,-96.80033,0,52,47,46,10,4,0,0,0,0,2,161
violent-crime,Brookings Police Department,BROOKINGS,SD,South Dakota,44.308067,-96.80033,0,5,13,10,2,1,1,0,0,0,0,32
violent-crime,Jackson County Sheriff's Office,JACKSON,SD,South Dakota,43.677506,-101.626323,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Yankton County Sheriff's Office,YANKTON,SD,South Dakota,42.87127,-97.39376,0,31,11,10,7,0,0,0,0,0,0,59
violent-crime,Yankton County Sheriff's Office,YANKTON,SD,South Dakota,42.87127,-97.39376,0,4,1,0,1,2,0,0,0,0,0,8
property-crime,Lead Police Department,LAWRENCE,SD,South Dakota,44.35102,-103.77256,0,2,2,0,0,1,1,0,0,0,0,6
violent-crime,Lead Police Department,LAWRENCE,SD,South Dakota,44.35102,-103.77256,0,1,1,0,0,0,0,0,0,0,0,2
property-crime,Yankton Police Department,YANKTON,SD,South Dakota,43.006607,-97.388339,1,48,58,42,31,5,5,0,0,0,0,190
violent-crime,Yankton Police Department,YANKTON,SD,South Dakota,43.006607,-97.388339,0,7,18,16,10,3,0,1,0,0,0,55
property-crime,Stanley County Sheriff's Office,STANLEY,SD,South Dakota,44.415547,-100.749163,0,6,2,2,1,0,0,0,0,0,0,11
violent-crime,Stanley County Sheriff's Office,STANLEY,SD,South Dakota,44.415547,-100.749163,0,0,2,3,1,0,0,0,0,0,1,7
property-crime,Viborg Police Department,TURNER,SD,South Dakota,43.30867,-97.150185,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Brandon Police Department,MINNEHAHA,SD,South Dakota,43.667472,-96.795726,0,2,1,1,0,0,1,0,0,0,0,5
property-crime,Marshall County Sheriff's Office,MARSHALL,SD,South Dakota,45.737053,-97.580884,0,2,5,9,1,1,0,2,0,0,0,20
violent-crime,Marshall County Sheriff's Office,MARSHALL,SD,South Dakota,45.737053,-97.580884,0,2,5,2,2,1,0,0,0,0,0,12
property-crime,Corson County Sheriff's Office,CORSON,SD,South Dakota,45.69834,-101.176017,0,2,5,4,5,0,0,0,0,0,0,16
violent-crime,Corson County Sheriff's Office,CORSON,SD,South Dakota,45.69834,-101.176017,0,0,0,0,2,0,0,0,0,0,0,2
property-crime,Beadle County Sheriff's Office,BEADLE,SD,South Dakota,44.418265000000005,-98.279422,0,0,1,2,2,0,0,0,0,0,4,9
violent-crime,Beadle County Sheriff's Office,BEADLE,SD,South Dakota,44.418265000000005,-98.279422,0,0,1,1,0,0,0,0,0,0,0,2
property-crime,Tea Police Department,LINCOLN,SD,South Dakota,43.27942,-96.722286,0,10,10,19,5,1,0,0,0,0,1,46
violent-crime,Tea Police Department,LINCOLN,SD,South Dakota,43.27942,-96.722286,0,1,1,2,0,0,0,0,0,0,0,4
property-crime,Tripp Police Department,HUTCHINSON,SD,South Dakota,43.33671,-97.749383,0,0,0,0,0,0,0,0,0,0,0,0
violent-crime,Tripp Police Department,HUTCHINSON,SD,South Dakota,43.33671,-97.749383,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Faith Police Department,MEADE,SD,South Dakota,44.60521,-102.714139,0,0,2,1,0,0,0,0,0,0,0,3
property-crime,Jefferson Police Department,UNION,SD,South Dakota,42.831106,-96.650829,0,0,0,0,0,0,0,0,0,0,0,0
violent-crime,Jefferson Police Department,UNION,SD,South Dakota,42.831106,-96.650829,0,0,0,0,0,0,1,0,0,0,0,1
property-crime,Chamberlain Police Department,BRULE,SD,South Dakota,43.72988,-99.092941,0,13,13,8,4,0,0,0,0,0,0,38
violent-crime,Chamberlain Police Department,BRULE,SD,South Dakota,43.72988,-99.092941,0,2,2,6,1,0,0,0,0,0,0,11
violent-crime,Douglas County Sheriff's Office,DOUGLAS,SD,South Dakota,43.391506,-98.35843299999999,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Walworth County Sheriff's Office,WALWORTH,SD,South Dakota,45.427605,-100.027856,0,0,1,0,1,0,1,0,0,0,0,3
property-crime,Pennington County Sheriff's Office,PENNINGTON,SD,South Dakota,44.078087,-103.22213,0,103,96,81,37,14,5,2,0,0,22,360
violent-crime,Pennington County Sheriff's Office,PENNINGTON,SD,South Dakota,44.078087,-103.22213,0,30,30,23,13,6,2,0,0,0,18,122
property-crime,Mitchell Police Department,DAVISON,SD,South Dakota,43.709465,-98.02698000000001,3,138,118,106,47,24,8,2,0,0,6,452
violent-crime,Mitchell Police Department,DAVISON,SD,South Dakota,43.709465,-98.02698000000001,1,9,29,23,13,9,2,0,0,0,0,86
property-crime,Belle Fourche Police Department,BUTTE,SD,South Dakota,44.666737,-103.84928000000001,0,17,23,3,6,3,1,0,0,0,0,53
violent-crime,Belle Fourche Police Department,BUTTE,SD,South Dakota,44.666737,-103.84928000000001,0,1,3,3,1,0,0,0,0,0,0,8
property-crime,Clay County Sheriff's Office,CLAY,SD,South Dakota,42.779587,-96.93651,0,14,6,5,3,0,0,0,0,0,0,28
violent-crime,Clay County Sheriff's Office,CLAY,SD,South Dakota,42.779587,-96.93651,0,1,0,2,0,0,0,0,0,0,0,3
property-crime,Lake County Sheriff's Office,LAKE,SD,South Dakota,44.005123,-97.11244,0,23,6,6,5,0,0,0,0,0,0,40
violent-crime,Lake County Sheriff's Office,LAKE,SD,South Dakota,44.005123,-97.11244,0,4,1,6,1,1,0,0,0,0,0,13
property-crime,Charles Mix County Sheriff's Office,CHARLES MIX,SD,South Dakota,43.206185,-98.59514300000001,0,29,7,8,2,2,1,0,0,0,1,50
violent-crime,Charles Mix County Sheriff's Office,CHARLES MIX,SD,South Dakota,43.206185,-98.59514300000001,0,3,2,2,2,1,0,0,0,0,0,10
property-crime,Roberts County Sheriff's Office,ROBERTS,SD,South Dakota,45.623397,-96.947551,0,5,4,4,0,0,0,0,0,0,0,13
violent-crime,Roberts County Sheriff's Office,ROBERTS,SD,South Dakota,45.623397,-96.947551,0,0,2,1,0,0,0,0,0,0,0,3
property-crime,Miner County Sheriff's Office,MINER,SD,South Dakota,44.021541,-97.608122,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Brookings County Sheriff's Office,BROOKINGS,SD,South Dakota,44.302963,-96.793625,0,2,7,4,2,1,0,0,0,0,0,16
violent-crime,Brookings County Sheriff's Office,BROOKINGS,SD,South Dakota,44.302963,-96.793625,0,2,1,3,0,3,0,0,0,0,0,9
property-crime,Pierre Police Department,HUGHES,SD,South Dakota,44.354984,-100.30259000000001,0,107,114,55,31,15,5,2,0,0,1,330
violent-crime,Pierre Police Department,HUGHES,SD,South Dakota,44.354984,-100.30259000000001,0,8,18,13,5,2,0,1,0,0,1,48
property-crime,Turner County Sheriff's Office,TURNER,SD,South Dakota,43.30867,-97.150185,0,14,3,9,5,1,2,0,0,0,0,34
violent-crime,Turner County Sheriff's Office,TURNER,SD,South Dakota,43.30867,-97.150185,0,1,1,3,2,1,0,0,0,0,0,8
property-crime,Deadwood Police Department,LAWRENCE,SD,South Dakota,44.375916,-103.72907,0,0,1,2,0,1,0,0,0,0,0,4
violent-crime,Deadwood Police Department,LAWRENCE,SD,South Dakota,44.375916,-103.72907,0,0,0,4,0,1,0,0,0,0,0,5
property-crime,Hot Springs Police Department,FALL RIVER,SD,South Dakota,43.431903999999996,-103.47706600000001,0,12,6,6,3,3,1,1,1,0,1,34
violent-crime,Hot Springs Police Department,FALL RIVER,SD,South Dakota,43.431903999999996,-103.47706600000001,0,1,1,0,0,0,0,0,0,0,0,2
property-crime,Sioux Falls Police Department,LINCOLN; MINNEHAHA,SD,South Dakota,43.553837,-96.73019000000001,4,694,833,725,328,192,33,8,1,0,47,2865
violent-crime,Sioux Falls Police Department,LINCOLN; MINNEHAHA,SD,South Dakota,43.553837,-96.73019000000001,0,106,209,160,84,47,13,3,1,0,13,636
property-crime,Huron Police Department,BEADLE,SD,South Dakota,44.418265000000005,-98.279422,3,42,43,24,14,7,0,2,1,0,0,136
violent-crime,Huron Police Department,BEADLE,SD,South Dakota,44.418265000000005,-98.279422,0,14,15,11,3,3,1,0,0,0,0,47
property-crime,Hanson County Sheriff's Office,HANSON,SD,South Dakota,43.680611999999996,-97.79684499999999,0,1,0,1,0,0,0,0,0,0,0,2
violent-crime,Hanson County Sheriff's Office,HANSON,SD,South Dakota,43.680611999999996,-97.79684499999999,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Faulk County Sheriff's Office,FAULK,SD,South Dakota,45.065476000000004,-99.153564,0,0,0,0,1,0,1,0,0,0,0,2
violent-crime,Faulk County Sheriff's Office,FAULK,SD,South Dakota,45.065476000000004,-99.153564,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Summerset Police Department,MEADE,SD,South Dakota,44.60521,-102.714139,4,45,3,0,0,0,1,0,0,0,0,53
violent-crime,Summerset Police Department,MEADE,SD,South Dakota,44.60521,-102.714139,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,McCook County Sheriff's Office,MCCOOK,SD,South Dakota,43.678924,-97.362036,0,3,3,6,5,2,0,0,0,0,4,23
violent-crime,McCook County Sheriff's Office,MCCOOK,SD,South Dakota,43.678924,-97.362036,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,Brule County Sheriff's Office,BRULE,SD,South Dakota,43.812977000000004,-99.33027,0,2,0,2,3,0,1,0,0,0,0,8
violent-crime,Brule County Sheriff's Office,BRULE,SD,South Dakota,43.812977000000004,-99.33027,0,2,1,0,0,0,0,0,0,0,0,3
property-crime,Rapid City Police Department,PENNINGTON,SD,South Dakota,44.078087,-103.22213,4,538,635,582,256,115,22,7,2,0,85,2246
violent-crime,Rapid City Police Department,PENNINGTON,SD,South Dakota,44.078087,-103.22213,0,77,203,111,45,20,5,0,0,0,24,485
property-crime,Mobridge Police Department,WALWORTH,SD,South Dakota,45.533497,-100.43243000000001,0,6,16,3,11,1,0,0,0,0,0,37
violent-crime,Mobridge Police Department,WALWORTH,SD,South Dakota,45.533497,-100.43243000000001,0,2,4,6,1,1,0,0,0,0,0,14
property-crime,Beresford Police Department,LINCOLN; UNION,SD,South Dakota,43.082794,-96.77557,0,5,0,2,1,1,1,0,0,0,0,10
violent-crime,Beresford Police Department,LINCOLN; UNION,SD,South Dakota,43.082794,-96.77557,0,1,0,1,0,0,1,0,0,0,0,3
property-crime,Moody County Sheriff's Office,MOODY,SD,South Dakota,44.048393,-96.595146,0,1,1,4,2,0,1,0,0,0,0,9
violent-crime,Moody County Sheriff's Office,MOODY,SD,South Dakota,44.048393,-96.595146,0,2,0,1,0,0,0,0,0,0,0,3
property-crime,Madison Police Department,LAKE,SD,South Dakota,44.02845,-97.123223,0,17,5,21,2,3,3,0,0,0,0,51
violent-crime,Madison Police Department,LAKE,SD,South Dakota,44.02845,-97.123223,0,5,2,5,0,0,0,0,0,0,0,12
property-crime,Lennox Police Department,LINCOLN,SD,South Dakota,43.27942,-96.722286,0,0,0,0,0,0,0,0,0,0,0,0
violent-crime,Lennox Police Department,LINCOLN,SD,South Dakota,43.27942,-96.722286,0,0,1,0,0,1,0,0,0,0,0,2
property-crime,Hughes County Sheriff's Office,HUGHES,SD,South Dakota,44.354984,-100.30259000000001,0,2,1,1,0,0,0,0,0,0,0,4
violent-crime,Hughes County Sheriff's Office,HUGHES,SD,South Dakota,44.354984,-100.30259000000001,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Watertown Police Department,CODINGTON,SD,South Dakota,44.898720000000004,-97.113434,11,79,71,54,30,24,7,0,1,0,3,280
violent-crime,Watertown Police Department,CODINGTON,SD,South Dakota,44.898720000000004,-97.113434,0,14,24,31,10,4,2,0,0,0,0,85
property-crime,Lawrence County Sheriff's Office,LAWRENCE,SD,South Dakota,44.353669000000004,-103.79652800000001,0,5,24,29,26,21,8,4,0,0,0,117
