crime_type,agency_name,county,state,state_name,latitude,longitude,age 0-9,age 10-19,age 20-29,age 30-39,age 40-49,age 50-59,age 60-69,age 70-79,age 80-89,age 90-Older,age Unknown,total_crimes
violent-crime,Leavenworth County Sheriff's Office,LEAVENWORTH,KS,Kansas,39.314144,-94.91131,0,4,10,7,6,1,1,1,0,0,5,35
property-crime,Scranton Police Department,OSAGE,KS,Kansas,38.648409,-95.707596,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Wichita Police Department,SEDGWICK,KS,Kansas,37.692634999999996,-97.33823000000001,18,1834,3590,2976,1404,844,157,19,3,2,2294,13141
violent-crime,Wichita Police Department,SEDGWICK,KS,Kansas,37.692634999999996,-97.33823000000001,4,699,1344,825,419,263,70,6,1,2,713,4346
property-crime,Kingman County Sheriff's Office,KINGMAN,KS,Kansas,37.64222,-98.11175,1,5,3,2,5,1,0,0,0,0,0,17
violent-crime,Kingman County Sheriff's Office,KINGMAN,KS,Kansas,37.64222,-98.11175,0,3,1,0,2,0,0,1,0,0,0,7
property-crime,Barton County Sheriff's Office,BARTON,KS,Kansas,38.36569,-98.76374,2,5,6,3,2,1,0,0,0,1,46,66
violent-crime,Barton County Sheriff's Office,BARTON,KS,Kansas,38.36569,-98.76374,0,1,4,1,3,2,0,0,0,0,3,14
property-crime,St. Marys Police Department,POTTAWATOMIE,KS,Kansas,39.382187,-96.337113,0,7,7,1,0,3,0,0,0,0,1,19
violent-crime,St. Marys Police Department,POTTAWATOMIE,KS,Kansas,39.382187,-96.337113,0,0,4,1,0,0,0,0,0,0,0,5
property-crime,Garnett Police Department,ANDERSON,KS,Kansas,38.215114,-95.292046,0,11,10,6,5,1,0,0,0,2,0,35
violent-crime,Garnett Police Department,ANDERSON,KS,Kansas,38.215114,-95.292046,0,0,2,4,3,0,0,0,0,0,0,9
property-crime,Liberal Police Department,SEWARD,KS,Kansas,37.180585,-100.854741,0,18,52,40,13,6,1,0,0,2,152,284
violent-crime,Liberal Police Department,SEWARD,KS,Kansas,37.180585,-100.854741,0,8,29,14,5,4,1,0,0,0,12,73
property-crime,Altamont Police Department,LABETTE,KS,Kansas,37.191468,-95.297473,0,1,1,1,0,0,0,0,0,0,0,3
violent-crime,Altamont Police Department,LABETTE,KS,Kansas,37.191468,-95.297473,0,1,2,1,1,0,0,0,0,0,0,5
property-crime,Wyandotte County Sheriff's Office,WYANDOTTE,KS,Kansas,39.064007000000004,-94.81770999999999,0,8,11,12,3,3,0,0,0,2,11,50
violent-crime,Wyandotte County Sheriff's Office,WYANDOTTE,KS,Kansas,39.064007000000004,-94.81770999999999,0,5,18,11,2,3,0,0,0,1,20,60
property-crime,Merriam Police Department,JOHNSON,KS,Kansas,39.017418,-94.69028,1,41,91,72,49,20,2,0,0,0,1,277
violent-crime,Merriam Police Department,JOHNSON,KS,Kansas,39.017418,-94.69028,0,7,10,8,4,4,1,0,0,0,8,42
property-crime,Blue Valley School District,JOHNSON,KS,Kansas,38.883907,-94.82233000000001,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,Maize Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,19,9,14,5,1,0,0,0,0,34,82
violent-crime,Maize Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,1,2,3,2,0,0,0,0,0,1,9
property-crime,Norton County Sheriff's Office,NORTON,KS,Kansas,39.783867,-99.899235,0,4,1,2,1,1,0,0,0,0,0,9
violent-crime,Norton County Sheriff's Office,NORTON,KS,Kansas,39.783867,-99.899235,0,0,2,3,1,0,0,0,0,0,0,6
property-crime,Waterville Police Department,MARSHALL,KS,Kansas,39.782709000000004,-96.521243,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Anthony Police Department,HARPER,KS,Kansas,37.188184,-98.06659,0,3,4,17,0,0,0,0,0,1,0,25
violent-crime,Anthony Police Department,HARPER,KS,Kansas,37.188184,-98.06659,0,1,1,0,3,1,0,0,0,0,0,6
property-crime,Benton Police Department,BUTLER,KS,Kansas,37.773649,-96.83884,0,0,0,0,0,1,0,0,0,0,0,1
property-crime,Ellis County Sheriff's Office,ELLIS,KS,Kansas,38.872814,-99.33015,0,6,6,11,6,2,0,0,0,0,0,31
violent-crime,Ellis County Sheriff's Office,ELLIS,KS,Kansas,38.872814,-99.33015,0,3,6,4,3,1,0,1,1,0,0,19
property-crime,Waverly Police Department,COFFEY,KS,Kansas,38.23645,-95.729137,0,0,0,2,0,0,0,0,0,0,0,2
property-crime,Larned Police Department,PAWNEE,KS,Kansas,38.182873,-99.23215400000001,0,29,20,9,3,8,2,1,0,0,0,72
violent-crime,Larned Police Department,PAWNEE,KS,Kansas,38.182873,-99.23215400000001,0,8,3,4,1,0,0,0,0,0,1,17
property-crime,Ottawa Police Department,FRANKLIN,KS,Kansas,38.615814,-95.27745999999999,0,72,58,72,34,7,2,1,0,0,197,443
violent-crime,Ottawa Police Department,FRANKLIN,KS,Kansas,38.615814,-95.27745999999999,0,12,21,9,4,4,3,0,0,0,6,59
property-crime,Fredonia Police Department,WILSON,KS,Kansas,37.558515,-95.745175,0,6,7,6,2,1,3,0,0,0,3,28
violent-crime,Fredonia Police Department,WILSON,KS,Kansas,37.558515,-95.745175,0,2,6,1,1,1,0,0,0,0,2,13
property-crime,Grandview Plaza Police Department,GEARY,KS,Kansas,39.031353,-96.79678,0,4,2,0,3,1,0,0,0,0,1,11
violent-crime,Grandview Plaza Police Department,GEARY,KS,Kansas,39.031353,-96.79678,0,1,2,2,1,0,0,0,0,0,0,6
property-crime,Pittsburg Police Department,CRAWFORD,KS,Kansas,37.505628,-94.853941,0,102,141,115,62,32,9,0,0,0,41,502
violent-crime,Pittsburg Police Department,CRAWFORD,KS,Kansas,37.505628,-94.853941,0,21,32,21,7,3,2,0,0,0,14,100
property-crime,McLouth Police Department,JEFFERSON,KS,Kansas,39.197052,-95.20833,0,0,1,1,2,1,0,0,0,0,0,5
violent-crime,McLouth Police Department,JEFFERSON,KS,Kansas,39.197052,-95.20833,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Lansing Police Department,LEAVENWORTH,KS,Kansas,39.240746,-94.89871,0,8,16,17,7,3,1,0,0,0,16,68
violent-crime,Lansing Police Department,LEAVENWORTH,KS,Kansas,39.240746,-94.89871,0,5,10,6,2,0,1,1,0,0,9,34
property-crime,Wellington Police Department,SUMNER,KS,Kansas,37.236662,-97.493352,0,36,60,64,20,6,1,0,0,0,3,190
violent-crime,Wellington Police Department,SUMNER,KS,Kansas,37.236662,-97.493352,0,5,6,6,3,0,0,0,0,0,3,23
property-crime,Gove County Sheriff's Office,GOVE,KS,Kansas,38.917239,-100.48736,0,5,2,1,2,0,0,0,0,0,0,10
violent-crime,Gove County Sheriff's Office,GOVE,KS,Kansas,38.917239,-100.48736,0,0,2,0,0,0,0,0,0,0,0,2
property-crime,Burden Police Department,COWLEY,KS,Kansas,37.234507,-96.83724699999999,0,17,1,3,0,2,0,0,0,0,0,23
violent-crime,Burden Police Department,COWLEY,KS,Kansas,37.234507,-96.83724699999999,0,3,1,0,0,0,0,0,0,0,0,4
property-crime,Pottawatomie County Sheriff's Office,POTTAWATOMIE,KS,Kansas,39.382187,-96.337113,1,14,52,49,19,13,1,0,0,0,11,160
violent-crime,Pottawatomie County Sheriff's Office,POTTAWATOMIE,KS,Kansas,39.382187,-96.337113,0,8,8,14,8,3,1,0,0,0,1,43
property-crime,Inman Police Department,MCPHERSON,KS,Kansas,38.395812,-97.64748900000001,0,0,0,2,0,0,0,0,0,0,0,2
violent-crime,Inman Police Department,MCPHERSON,KS,Kansas,38.395812,-97.64748900000001,0,1,1,0,0,0,0,0,0,0,0,2
property-crime,Chanute Police Department,NEOSHO,KS,Kansas,37.564283,-95.31568299999999,0,7,18,13,5,1,0,0,0,1,72,117
violent-crime,Chanute Police Department,NEOSHO,KS,Kansas,37.564283,-95.31568299999999,0,1,6,4,0,0,0,0,0,0,0,11
property-crime,Sterling Police Department,RICE,KS,Kansas,38.347178,-98.201415,0,4,3,3,2,1,0,0,0,0,0,13
violent-crime,Sterling Police Department,RICE,KS,Kansas,38.347178,-98.201415,0,1,1,1,1,0,0,0,0,0,0,4
property-crime,Shawnee Mission Public Schools,JOHNSON,KS,Kansas,38.997684,-94.686424,0,3,0,0,0,0,0,0,0,0,0,3
violent-crime,Shawnee Mission Public Schools,JOHNSON,KS,Kansas,38.997684,-94.686424,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Leawood Police Department,JOHNSON,KS,Kansas,38.954097999999995,-94.615425,2,30,78,51,21,6,8,4,0,0,33,233
violent-crime,Leawood Police Department,JOHNSON,KS,Kansas,38.954097999999995,-94.615425,0,4,7,8,8,4,3,0,0,0,1,35
property-crime,Park City Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,1,7,29,17,9,5,3,4,1,1,52,129
violent-crime,Park City Police Department,SEDGWICK,KS,Kansas,37.681045000000005,-97.461054,0,3,4,6,5,3,1,0,0,0,7,29
property-crime,Attica Police Department,HARPER,KS,Kansas,37.188184,-98.06659,0,0,3,1,0,0,1,0,0,0,0,5
violent-crime,Attica Police Department,HARPER,KS,Kansas,37.188184,-98.06659,0,1,0,0,1,0,0,0,0,0,0,2
property-crime,Riley County Police Department,RILEY,KS,Kansas,39.291211,-96.727489,0,138,222,129,49,33,9,3,0,0,141,724
violent-crime,Riley County Police Department,RILEY,KS,Kansas,39.291211,-96.727489,0,54,89,35,10,9,6,2,0,0,37,242
property-crime,Kearny County Sheriff's Office,KEARNY,KS,Kansas,37.994461,-101.308136,0,2,5,4,3,3,0,0,0,3,10,30
violent-crime,Kearny County Sheriff's Office,KEARNY,KS,Kansas,37.994461,-101.308136,0,1,1,3,1,0,0,0,0,0,2,8
property-crime,Barber County Sheriff's Office,BARBER,KS,Kansas,37.279503000000005,-98.57847,0,0,2,1,1,0,0,0,0,0,1,5
violent-crime,Barber County Sheriff's Office,BARBER,KS,Kansas,37.279503000000005,-98.57847,0,0,0,0,1,1,0,0,0,0,0,2
property-crime,Hugoton Police Department,STEVENS,KS,Kansas,37.202356,-101.31579599999999,0,0,2,2,0,0,0,0,0,0,0,4
violent-crime,Hugoton Police Department,STEVENS,KS,Kansas,37.202356,-101.31579599999999,0,0,1,2,0,0,0,0,0,0,0,3
property-crime,Wellsville Police Department,FRANKLIN,KS,Kansas,38.558019,-95.27896199999999,0,2,2,0,0,0,0,0,0,0,2,6
property-crime,Crawford County Sheriff's Office,CRAWFORD,KS,Kansas,37.512306,-94.86410500000001,0,10,11,13,9,0,0,0,0,0,1,44
violent-crime,Crawford County Sheriff's Office,CRAWFORD,KS,Kansas,37.512306,-94.86410500000001,0,4,3,8,4,4,2,1,0,0,2,28
property-crime,Neodesha Police Department,WILSON,KS,Kansas,37.558515,-95.745175,1,4,2,6,2,1,0,0,0,1,0,17
violent-crime,Neodesha Police Department,WILSON,KS,Kansas,37.558515,-95.745175,0,2,0,1,0,0,0,0,0,0,0,3
property-crime,Nortonville Police Department,JEFFERSON,KS,Kansas,39.239644,-95.375314,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Tonganoxie Police Department,LEAVENWORTH,KS,Kansas,39.109253,-95.08621,0,4,3,2,3,1,1,0,0,0,12,26
violent-crime,Tonganoxie Police Department,LEAVENWORTH,KS,Kansas,39.109253,-95.08621,0,2,4,3,4,0,0,0,0,0,0,13
property-crime,Melvern Police Department,OSAGE,KS,Kansas,38.648409,-95.707596,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Sumner County Sheriff's Office,SUMNER,KS,Kansas,37.289577,-97.39243,0,4,11,14,3,0,0,0,0,0,4,36
violent-crime,Sumner County Sheriff's Office,SUMNER,KS,Kansas,37.289577,-97.39243,0,2,12,8,2,1,1,0,0,1,3,30
property-crime,Lincoln County Sheriff's Office,LINCOLN,KS,Kansas,39.040707,-98.14435999999999,0,0,0,1,0,1,0,0,0,0,0,2
violent-crime,Lincoln County Sheriff's Office,LINCOLN,KS,Kansas,39.040707,-98.14435999999999,0,0,0,0,0,1,0,1,0,0,0,2
property-crime,Mission Hills Police Department,JOHNSON,KS,Kansas,38.883907,-94.82233000000001,0,0,6,1,0,3,0,0,0,0,0,10
violent-crime,Mission Hills Police Department,JOHNSON,KS,Kansas,38.883907,-94.82233000000001,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Valley Center Police Department,SEDGWICK,KS,Kansas,37.839355,-97.365616,0,9,4,7,1,1,0,0,0,2,42,66
violent-crime,Valley Center Police Department,SEDGWICK,KS,Kansas,37.839355,-97.365616,0,4,3,4,0,1,0,0,0,0,2,14
property-crime,Junction City Police Department,GEARY,KS,Kansas,39.031418,-96.82725,2,86,71,57,37,15,6,0,0,2,13,289
violent-crime,Junction City Police Department,GEARY,KS,Kansas,39.031418,-96.82725,0,27,56,41,14,11,2,2,0,3,18,174
property-crime,Winfield Police Department,COWLEY,KS,Kansas,37.241209999999995,-96.99589,0,21,58,50,16,15,0,1,0,6,4,171
violent-crime,Winfield Police Department,COWLEY,KS,Kansas,37.241209999999995,-96.99589,0,5,8,6,2,1,1,0,0,0,1,24
property-crime,Canton Police Department,MCPHERSON,KS,Kansas,38.395812,-97.64748900000001,0,1,1,4,1,0,0,0,0,0,3,10
property-crime,Woodson County Sheriff's Office,WOODSON,KS,Kansas,37.881382,-95.73259,0,0,1,6,1,1,0,0,0,0,2,11
violent-crime,Woodson County Sheriff's Office,WOODSON,KS,Kansas,37.881382,-95.73259,0,0,0,0,0,0,2,0,0,0,0,2
property-crime,Chautauqua County Sheriff's Office,CHAUTAUQUA,KS,Kansas,37.128136,-96.18683,0,6,5,2,0,1,0,0,0,0,0,14
violent-crime,Chautauqua County Sheriff's Office,CHAUTAUQUA,KS,Kansas,37.128136,-96.18683,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Erie Police Department,NEOSHO,KS,Kansas,37.5684,-95.24345,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Eudora Police Department,DOUGLAS,KS,Kansas,38.896573,-95.290529,0,2,5,4,4,2,0,0,0,0,0,17
violent-crime,Eudora Police Department,DOUGLAS,KS,Kansas,38.896573,-95.290529,0,3,4,9,4,0,1,0,0,0,0,21
property-crime,Eagle County Sheriff's Office,EAGLE,CO,Colorado,39.630638,-106.692944,0,20,26,15,14,2,3,0,0,0,42,122
violent-crime,Eagle County Sheriff's Office,EAGLE,CO,Colorado,39.630638,-106.692944,0,9,15,5,6,4,3,2,0,0,4,48
property-crime,Delta Police Department,DELTA,CO,Colorado,38.740359999999995,-108.07236499999999,1,20,73,74,22,16,9,0,1,0,0,216
violent-crime,Delta Police Department,DELTA,CO,Colorado,38.740359999999995,-108.07236499999999,0,0,3,4,3,0,0,0,0,0,0,10
property-crime,Fowler Police Department,OTERO,CO,Colorado,38.130897999999995,-104.02448000000001,0,1,1,0,1,2,0,0,0,0,0,5
violent-crime,Fowler Police Department,OTERO,CO,Colorado,38.130897999999995,-104.02448000000001,0,0,2,0,0,0,0,0,0,0,0,2
property-crime,Hinsdale County Sheriff's Office,HINSDALE,CO,Colorado,37.811667,-107.383335,0,2,0,0,0,0,0,0,0,0,0,2
violent-crime,Hinsdale County Sheriff's Office,HINSDALE,CO,Colorado,37.811667,-107.383335,0,0,0,0,0,0,1,0,0,0,0,1
property-crime,Northglenn Police Department,WELD; ADAMS,CO,Colorado,39.9079,-104.98737,0,86,145,105,47,25,9,0,0,0,53,470
violent-crime,Northglenn Police Department,WELD; ADAMS,CO,Colorado,39.9079,-104.98737,1,30,60,32,16,10,0,0,0,0,16,165
property-crime,Glenwood Springs Police Department,GARFIELD,CO,Colorado,39.54674,-107.32648999999999,2,53,111,67,42,24,4,0,0,0,1,304
violent-crime,Glenwood Springs Police Department,GARFIELD,CO,Colorado,39.54674,-107.32648999999999,0,1,17,8,3,1,0,0,0,0,0,30
property-crime,Greeley Police Department,WELD,CO,Colorado,40.422905,-104.72735,3,334,610,373,145,86,11,3,2,0,0,1567
violent-crime,Greeley Police Department,WELD,CO,Colorado,40.422905,-104.72735,1,102,206,101,56,23,10,0,1,0,0,500
property-crime,Hayden Police Department,ROUTT,CO,Colorado,40.483155,-106.985274,0,2,5,4,0,0,0,0,0,0,0,11
violent-crime,Hayden Police Department,ROUTT,CO,Colorado,40.483155,-106.985274,0,0,0,2,0,0,0,0,0,0,0,2
property-crime,Littleton Police Department,DOUGLAS; JEFFERSON; ARAPAHOE,CO,Colorado,39.616898,-105.01454,0,58,109,85,49,25,9,1,0,0,982,1318
violent-crime,Littleton Police Department,DOUGLAS; JEFFERSON; ARAPAHOE,CO,Colorado,39.616898,-105.01454,0,5,27,7,4,7,2,0,0,0,26,78
property-crime,Yuma County Sheriff's Office,YUMA,CO,Colorado,40.078796000000004,-102.22071,0,0,0,6,1,1,0,0,0,0,0,8
violent-crime,Yuma County Sheriff's Office,YUMA,CO,Colorado,40.078796000000004,-102.22071,0,0,1,0,0,1,0,0,0,0,0,2
property-crime,Boulder Police Department,BOULDER,CO,Colorado,40.018864,-105.24995,3,125,245,172,72,58,15,1,0,4,438,1133
violent-crime,Boulder Police Department,BOULDER,CO,Colorado,40.018864,-105.24995,0,33,78,28,15,19,2,0,0,3,36,214
property-crime,Elbert County Sheriff's Office,ELBERT,CO,Colorado,39.310582000000004,-104.117729,0,1,1,0,1,0,0,0,0,0,0,3
violent-crime,Elbert County Sheriff's Office,ELBERT,CO,Colorado,39.310582000000004,-104.117729,0,4,4,3,1,0,0,0,0,0,0,12
property-crime,Archuleta County Sheriff's Office,ARCHULETA,CO,Colorado,37.202395,-107.05086299999999,0,5,10,9,1,2,3,1,1,0,2,34
violent-crime,Archuleta County Sheriff's Office,ARCHULETA,CO,Colorado,37.202395,-107.05086299999999,0,1,3,11,6,4,3,1,0,0,0,29
property-crime,Sterling Police Department,LOGAN,CO,Colorado,40.728091,-103.090464,0,42,91,105,45,31,13,0,0,0,327,654
violent-crime,Sterling Police Department,LOGAN,CO,Colorado,40.728091,-103.090464,0,12,19,19,7,6,2,1,0,0,3,69
property-crime,Pueblo County Sheriff's Office,PUEBLO,CO,Colorado,38.170658,-104.489892,0,76,166,81,39,21,5,0,0,0,36,424
violent-crime,Pueblo County Sheriff's Office,PUEBLO,CO,Colorado,38.170658,-104.489892,0,3,16,7,9,5,3,0,0,0,1,44
property-crime,Platteville Police Department,WELD,CO,Colorado,40.217316,-104.82332,0,8,5,9,2,2,0,0,0,1,1,28
violent-crime,Platteville Police Department,WELD,CO,Colorado,40.217316,-104.82332,0,1,0,3,0,0,0,0,0,0,0,4
property-crime,Park County Sheriff's Office,PARK,CO,Colorado,39.118914000000004,-105.717648,0,0,5,1,1,0,0,0,0,0,15,22
violent-crime,Park County Sheriff's Office,PARK,CO,Colorado,39.118914000000004,-105.717648,0,1,2,0,4,3,1,0,0,0,2,13
property-crime,Mountain Village Police Department,SAN MIGUEL,CO,Colorado,37.933586,-107.85683,0,0,3,2,0,0,0,0,0,0,0,5
violent-crime,Mountain Village Police Department,SAN MIGUEL,CO,Colorado,37.933586,-107.85683,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Montrose Police Department,MONTROSE,CO,Colorado,38.413427,-108.263042,0,66,125,89,48,40,6,1,0,0,0,375
violent-crime,Montrose Police Department,MONTROSE,CO,Colorado,38.413427,-108.263042,0,2,14,18,8,1,1,0,0,0,0,44
property-crime,Edgewater Police Department,JEFFERSON,CO,Colorado,39.753033,-105.06145,0,37,59,56,22,14,5,0,0,0,19,212
violent-crime,Edgewater Police Department,JEFFERSON,CO,Colorado,39.753033,-105.06145,0,2,3,3,0,0,1,0,0,0,5,14
property-crime,Crested Butte Police Department,GUNNISON,CO,Colorado,38.669678999999995,-107.07810800000001,0,3,8,3,0,0,0,0,0,0,9,23
violent-crime,Crested Butte Police Department,GUNNISON,CO,Colorado,38.669678999999995,-107.07810800000001,0,0,4,2,3,0,0,0,0,0,1,10
property-crime,Larimer County Sheriff's Office,LARIMER,CO,Colorado,40.663090999999994,-105.48213100000001,6,100,143,135,65,39,7,3,0,0,669,1167
violent-crime,Larimer County Sheriff's Office,LARIMER,CO,Colorado,40.663090999999994,-105.48213100000001,0,19,57,47,27,11,8,0,0,0,5,174
property-crime,Kersey Police Department,WELD,CO,Colorado,40.555794,-104.383649,0,0,0,0,0,0,0,0,0,0,2,2
violent-crime,Kersey Police Department,WELD,CO,Colorado,40.555794,-104.383649,0,0,0,2,1,0,0,0,0,0,0,3
property-crime,Nederland Police Department,BOULDER,CO,Colorado,40.094838,-105.398376,0,2,0,5,3,0,0,0,0,0,6,16
violent-crime,Nederland Police Department,BOULDER,CO,Colorado,40.094838,-105.398376,0,0,0,2,1,1,0,1,0,0,0,5
property-crime,Vail Police Department,EAGLE,CO,Colorado,39.627712,-106.42001,0,9,28,12,6,4,1,0,0,0,5,65
violent-crime,Vail Police Department,EAGLE,CO,Colorado,39.627712,-106.42001,0,0,2,1,2,1,0,0,0,0,0,6
property-crime,Delta County Sheriff's Office,DELTA,CO,Colorado,38.861756,-107.86475700000001,0,11,23,19,16,2,2,2,0,0,0,75
violent-crime,Delta County Sheriff's Office,DELTA,CO,Colorado,38.861756,-107.86475700000001,0,3,4,9,2,3,1,0,0,0,0,22
property-crime,Sedgwick County Sheriff's Office,SEDGWICK,CO,Colorado,40.988636,-102.264404,0,0,1,1,0,0,0,0,0,0,1,3
violent-crime,Sedgwick County Sheriff's Office,SEDGWICK,CO,Colorado,40.988636,-102.264404,0,0,0,3,2,0,1,0,0,0,0,6
property-crime,Hudson Police Department,WELD,CO,Colorado,40.555794,-104.383649,0,0,2,2,0,0,0,0,0,0,5,9
violent-crime,Hudson Police Department,WELD,CO,Colorado,40.555794,-104.383649,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,Fort Lupton Police Department,WELD,CO,Colorado,40.080627,-104.8129,0,2,8,5,4,0,0,0,0,0,0,19
violent-crime,Fort Lupton Police Department,WELD,CO,Colorado,40.080627,-104.8129,0,0,3,3,3,0,0,0,0,0,0,9
property-crime,Kit Carson County Sheriff's Office,KIT CARSON,CO,Colorado,39.30287,-102.2707,0,0,2,2,1,2,0,1,0,0,1,9
violent-crime,Kit Carson County Sheriff's Office,KIT CARSON,CO,Colorado,39.30287,-102.2707,0,1,0,0,1,0,0,0,0,0,0,2
property-crime,Snowmass Village Police Department,PITKIN,CO,Colorado,39.217533,-106.915943,0,0,1,0,0,0,0,0,0,0,5,6
violent-crime,Snowmass Village Police Department,PITKIN,CO,Colorado,39.217533,-106.915943,0,0,1,0,2,0,0,0,0,0,0,3
property-crime,Parachute Police Department,GARFIELD,CO,Colorado,39.599352,-107.90978,2,19,6,6,3,2,1,0,0,0,0,39
violent-crime,Parachute Police Department,GARFIELD,CO,Colorado,39.599352,-107.90978,0,3,6,8,2,0,0,0,0,0,0,19
property-crime,Gilpin County Sheriff's Office,GILPIN,CO,Colorado,39.838306,-105.48299399999999,0,3,17,23,4,5,0,1,0,0,1,54
violent-crime,Gilpin County Sheriff's Office,GILPIN,CO,Colorado,39.838306,-105.48299399999999,0,1,6,3,1,2,2,0,0,0,1,16
property-crime,Oak Creek Police Department,ROUTT,CO,Colorado,40.483155,-106.985274,0,0,0,2,0,2,0,0,0,0,0,4
property-crime,Sheridan Police Department,ARAPAHOE,CO,Colorado,39.642136,-105.02533999999999,0,28,58,56,31,6,2,0,0,0,432,613
violent-crime,Sheridan Police Department,ARAPAHOE,CO,Colorado,39.642136,-105.02533999999999,0,6,8,6,3,4,0,0,0,0,28,55
property-crime,Boulder County Sheriff's Office,BOULDER,CO,Colorado,40.013927,-105.28725,0,32,101,89,33,20,8,0,0,0,440,723
violent-crime,Boulder County Sheriff's Office,BOULDER,CO,Colorado,40.013927,-105.28725,0,19,35,17,14,10,2,1,0,0,8,106
property-crime,Mancos Police Department,MONTEZUMA,CO,Colorado,37.345413,-108.28907,0,0,0,0,1,0,0,0,0,0,7,8
property-crime,Pikes Peak Community College,EL PASO,CO,Colorado,38.765526,-104.786415,0,0,9,11,1,1,0,0,0,0,8,30
violent-crime,Pikes Peak Community College,EL PASO,CO,Colorado,38.765526,-104.786415,1,0,0,1,0,0,0,0,0,0,0,2
property-crime,Pagosa Springs Police Department,ARCHULETA,CO,Colorado,37.202395,-107.05086299999999,0,2,13,15,5,6,5,1,0,0,40,87
violent-crime,Pagosa Springs Police Department,ARCHULETA,CO,Colorado,37.202395,-107.05086299999999,0,0,5,4,0,1,0,0,0,0,4,14
property-crime,Pueblo Police Department,PUEBLO,CO,Colorado,38.268817999999996,-104.6085,2,176,863,637,230,89,22,2,1,0,4114,6136
violent-crime,Pueblo Police Department,PUEBLO,CO,Colorado,38.268817999999996,-104.6085,8,95,223,215,113,48,19,8,4,0,485,1218
property-crime,Durango Police Department,LA PLATA,CO,Colorado,37.274066999999995,-107.87903,0,43,136,114,39,45,6,0,0,0,0,383
violent-crime,Durango Police Department,LA PLATA,CO,Colorado,37.274066999999995,-107.87903,1,6,18,12,7,2,0,0,0,0,0,46
property-crime,Ault Police Department,WELD,CO,Colorado,40.555794,-104.383649,0,0,0,1,1,0,0,0,0,0,0,2
violent-crime,Ault Police Department,WELD,CO,Colorado,40.555794,-104.383649,0,0,1,1,1,0,0,0,0,0,0,3
property-crime,Montrose County Sheriff's Office,MONTROSE,CO,Colorado,38.489193,-107.889206,0,12,41,38,24,11,2,0,0,0,16,144
violent-crime,Montrose County Sheriff's Office,MONTROSE,CO,Colorado,38.489193,-107.889206,0,0,0,4,2,2,0,0,0,0,0,8
property-crime,Lakewood Police Department,JEFFERSON,CO,Colorado,39.708225,-105.08568999999999,3,577,1258,1103,533,269,90,9,0,0,658,4500
violent-crime,Lakewood Police Department,JEFFERSON,CO,Colorado,39.708225,-105.08568999999999,1,142,274,239,125,57,14,1,5,1,293,1152
property-crime,Mesa County Sheriff's Office,MESA,CO,Colorado,39.068436,-108.57308,0,111,158,149,71,34,18,4,1,0,0,546
violent-crime,Mesa County Sheriff's Office,MESA,CO,Colorado,39.068436,-108.57308,0,25,61,57,34,13,2,3,0,0,0,195
property-crime,Las Animas County Sheriff's Office,LAS ANIMAS,CO,Colorado,37.318831,-104.04411,0,0,0,2,0,0,0,0,0,0,0,2
violent-crime,Las Animas County Sheriff's Office,LAS ANIMAS,CO,Colorado,37.318831,-104.04411,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Rifle Police Department,GARFIELD,CO,Colorado,39.545821999999994,-107.78236399999999,0,36,66,49,32,15,2,1,0,0,158,359
violent-crime,Rifle Police Department,GARFIELD,CO,Colorado,39.545821999999994,-107.78236399999999,0,8,13,6,3,1,0,0,0,0,4,35
